Type,date,visitation,placekey
American,2021-07,46,61
American,2021-07,47,49
American,2021-07,48,42
American,2021-07,49,46
American,2021-07,50,32
American,2021-07,51,39
American,2021-07,52,35
American,2021-07,53,28
American,2021-07,54,26
American,2021-07,55,35
American,2021-07,56,22
American,2021-07,57,30
American,2021-07,58,18
American,2021-07,59,17
American,2021-07,60,23
American,2021-07,61,17
American,2021-07,62,16
American,2021-07,63,20
American,2021-07,65,14
American,2021-07,66,13
American,2021-07,67,11
American,2021-07,68,7
American,2021-07,69,10
American,2021-07,70,11
American,2021-07,71,13
American,2021-07,72,12
American,2021-07,73,8
American,2021-07,74,13
American,2021-07,77,8
American,2021-07,82,5
American,2021-07,83,5
American,2021-07,85,3
American,2021-07,86,7
American,2021-07,93,5
American,2021-07,95,1
American,2021-07,96,4
American,2021-07,98,3
American,2021-07,101,2
American,2021-07,109,4
American,2021-07,110,1
American,2021-07,124,2
American,2021-07,139,2
American,2021-07,140,1
American,2021-07,194,1
American,2021-07,205,1
American,2021-07,277,1
American,2021-07,293,1
AsianFusion,2021-07,2,3394
AsianFusion,2021-07,3,945
AsianFusion,2021-07,4,358
AsianFusion,2021-07,5,439
AsianFusion,2021-07,6,231
AsianFusion,2021-07,7,160
AsianFusion,2021-07,8,92
AsianFusion,2021-07,9,64
AsianFusion,2021-07,10,47
AsianFusion,2021-07,11,34
AsianFusion,2021-07,12,31
AsianFusion,2021-07,13,28
AsianFusion,2021-07,14,14
AsianFusion,2021-07,15,16
AsianFusion,2021-07,16,15
AsianFusion,2021-07,17,11
AsianFusion,2021-07,19,6
AsianFusion,2021-07,20,6
AsianFusion,2021-07,21,4
AsianFusion,2021-07,31,2
AsianFusion,2021-07,32,2
AsianFusion,2021-07,33,2
AsianFusion,2021-07,35,1
AsianFusion,2021-07,42,1
AsianFusion,2021-07,58,1
AsianFusion,2021-07,61,1
British/Irish,2021-07,2,3522
British/Irish,2021-07,3,900
British/Irish,2021-07,4,407
British/Irish,2021-07,5,435
British/Irish,2021-07,6,236
British/Irish,2021-07,7,159
British/Irish,2021-07,8,93
British/Irish,2021-07,9,55
British/Irish,2021-07,10,38
British/Irish,2021-07,11,25
British/Irish,2021-07,12,22
British/Irish,2021-07,15,5
British/Irish,2021-07,18,3
British/Irish,2021-07,19,2
British/Irish,2021-07,20,1
British/Irish,2021-07,25,2
British/Irish,2021-07,29,2
British/Irish,2021-07,33,2
Caribbean,2021-07,2,16126
Caribbean,2021-07,3,4426
Caribbean,2021-07,4,1764
Caribbean,2021-07,5,1599
Caribbean,2021-07,6,799
Caribbean,2021-07,7,457
Caribbean,2021-07,8,240
Caribbean,2021-07,9,149
Caribbean,2021-07,10,128
Caribbean,2021-07,11,77
Caribbean,2021-07,12,52
Caribbean,2021-07,13,34
Caribbean,2021-07,14,29
Caribbean,2021-07,15,28
Caribbean,2021-07,16,15
Caribbean,2021-07,17,17
Caribbean,2021-07,19,7
Caribbean,2021-07,20,7
Caribbean,2021-07,22,5
Caribbean,2021-07,23,3
Caribbean,2021-07,24,5
Caribbean,2021-07,25,8
Caribbean,2021-07,27,4
Caribbean,2021-07,37,3
Chinese,2021-07,2,73131
Chinese,2021-07,3,20020
Chinese,2021-07,4,8121
Chinese,2021-07,5,9272
Chinese,2021-07,6,5292
Chinese,2021-07,7,3417
Chinese,2021-07,8,2157
Chinese,2021-07,9,1480
Chinese,2021-07,10,1023
Chinese,2021-07,11,728
Chinese,2021-07,12,576
Chinese,2021-07,13,430
Chinese,2021-07,14,379
Chinese,2021-07,15,276
Chinese,2021-07,16,202
Chinese,2021-07,17,195
Chinese,2021-07,18,165
Chinese,2021-07,19,103
Chinese,2021-07,20,140
Chinese,2021-07,21,89
Chinese,2021-07,22,73
Chinese,2021-07,23,54
Chinese,2021-07,24,60
Chinese,2021-07,25,54
Chinese,2021-07,26,44
Chinese,2021-07,27,34
Chinese,2021-07,28,27
Chinese,2021-07,29,33
Chinese,2021-07,30,26
Chinese,2021-07,31,17
Chinese,2021-07,32,28
Chinese,2021-07,33,24
Chinese,2021-07,34,21
Chinese,2021-07,35,14
Chinese,2021-07,36,13
Chinese,2021-07,40,13
Chinese,2021-07,41,11
Chinese,2021-07,42,10
Chinese,2021-07,43,9
Chinese,2021-07,44,12
Chinese,2021-07,45,7
Chinese,2021-07,46,6
Chinese,2021-07,47,3
Chinese,2021-07,48,5
Chinese,2021-07,49,6
Chinese,2021-07,50,6
Chinese,2021-07,51,4
Chinese,2021-07,52,4
Chinese,2021-07,56,5
Chinese,2021-07,57,3
Chinese,2021-07,60,3
Chinese,2021-07,61,2
Chinese,2021-07,77,4
Chinese,2021-07,80,1
Chinese,2021-07,140,1
European,2021-07,2,6657
European,2021-07,3,1775
European,2021-07,4,710
European,2021-07,5,635
European,2021-07,6,309
European,2021-07,7,194
European,2021-07,8,108
European,2021-07,9,70
European,2021-07,10,23
European,2021-07,11,30
European,2021-07,12,21
European,2021-07,13,24
European,2021-07,14,11
European,2021-07,15,9
European,2021-07,16,7
European,2021-07,18,9
European,2021-07,19,3
European,2021-07,21,3
European,2021-07,23,1
European,2021-07,40,1
French,2020-05,18,1
French,2020-10,21,1
French,2021-07,2,3429
French,2021-07,3,938
French,2021-07,4,360
French,2021-07,5,314
French,2021-07,6,185
French,2021-07,7,98
French,2021-07,8,40
French,2021-07,9,26
French,2021-07,10,14
French,2021-07,11,16
French,2021-07,12,10
French,2021-07,13,8
French,2021-07,14,7
French,2021-07,15,7
French,2021-07,19,5
French,2021-07,21,2
French,2021-07,39,1
German,2021-07,2,1350
German,2021-07,3,376
German,2021-07,4,132
German,2021-07,5,142
German,2021-07,6,88
German,2021-07,7,36
German,2021-07,8,26
German,2021-07,9,15
German,2021-07,10,13
German,2021-07,11,7
German,2021-07,12,6
German,2021-07,28,1
Greek,2021-07,2,9438
Greek,2021-07,3,2542
Greek,2021-07,4,1002
Greek,2021-07,5,1160
Greek,2021-07,6,600
Greek,2021-07,7,387
Greek,2021-07,8,233
Greek,2021-07,9,176
Greek,2021-07,10,106
Greek,2021-07,11,72
Greek,2021-07,12,51
Greek,2021-07,13,54
Greek,2021-07,14,22
Greek,2021-07,15,43
Greek,2021-07,16,22
Greek,2021-07,17,10
Greek,2021-07,18,13
Greek,2021-07,19,11
Greek,2021-07,21,10
Greek,2021-07,24,7
Greek,2021-07,25,7
Greek,2021-07,27,4
Greek,2021-07,28,6
Greek,2021-07,29,4
Greek,2021-07,41,2
Greek,2021-07,45,2
Greek,2021-07,49,2
Greek,2021-07,52,1
Indian,2019-09,46,1
Indian,2019-09,76,1
Indian,2019-09,84,1
Indian,2019-10,44,1
Indian,2019-10,55,1
Indian,2019-10,67,1
Indian,2019-10,81,1
Indian,2020-01,35,1
Indian,2021-07,2,12894
Indian,2021-07,3,3468
Indian,2021-07,4,1443
Indian,2021-07,5,1331
Indian,2021-07,6,672
Indian,2021-07,7,338
Indian,2021-07,8,186
Indian,2021-07,9,114
Indian,2021-07,10,62
Indian,2021-07,11,57
Indian,2021-07,12,46
Indian,2021-07,13,30
Indian,2021-07,14,20
Indian,2021-07,15,19
Indian,2021-07,16,12
Indian,2021-07,17,8
Indian,2021-07,18,7
Indian,2021-07,19,8
Indian,2021-07,20,9
Indian,2021-07,21,9
Indian,2021-07,22,6
Indian,2021-07,24,1
Indian,2021-07,28,1
Indian,2021-07,30,4
Indian,2021-07,42,1
Indian,2021-07,46,1
Italian,2021-07,2,170012
Italian,2021-07,3,46423
Italian,2021-07,4,18557
Italian,2021-07,5,21374
Italian,2021-07,6,12529
Italian,2021-07,7,7907
Italian,2021-07,8,5241
Italian,2021-07,9,3503
Italian,2021-07,10,2476
Italian,2021-07,11,1832
Italian,2021-07,12,1358
Italian,2021-07,13,1133
Italian,2021-07,14,878
Italian,2021-07,15,688
Italian,2021-07,16,558
Italian,2021-07,17,450
Italian,2021-07,18,396
Italian,2021-07,19,300
Italian,2021-07,20,268
Italian,2021-07,21,253
Italian,2021-07,22,212
Italian,2021-07,23,153
Italian,2021-07,24,123
Italian,2021-07,25,114
Italian,2021-07,26,126
Italian,2021-07,27,88
Italian,2021-07,28,86
Italian,2021-07,29,73
Italian,2021-07,30,63
Italian,2021-07,31,40
Italian,2021-07,32,45
Italian,2021-07,33,52
Italian,2021-07,34,30
Italian,2021-07,35,33
Italian,2021-07,36,33
Italian,2021-07,37,35
Italian,2021-07,38,28
Italian,2021-07,39,28
Italian,2021-07,40,18
Italian,2021-07,41,25
Italian,2021-07,42,13
Italian,2021-07,43,8
Italian,2021-07,44,21
Italian,2021-07,46,13
Italian,2021-07,47,10
Italian,2021-07,48,18
Italian,2021-07,50,8
Italian,2021-07,51,10
Italian,2021-07,52,8
Italian,2021-07,53,3
Italian,2021-07,56,7
Italian,2021-07,57,6
Italian,2021-07,58,6
Italian,2021-07,59,4
Italian,2021-07,61,7
Italian,2021-07,62,2
Italian,2021-07,65,7
Italian,2021-07,67,2
Italian,2021-07,69,5
Italian,2021-07,71,4
Italian,2021-07,72,2
Italian,2021-07,78,1
Italian,2021-07,82,2
Italian,2021-07,213,1
Italian,2021-07,355,1
Japanese,2021-01,73,1
Japanese,2021-01,109,1
Japanese,2021-03,121,1
Japanese,2021-04,75,1
Japanese,2021-04,111,1
Japanese,2021-05,97,1
Japanese,2021-06,91,1
Japanese,2021-06,125,1
Japanese,2021-07,2,62367
Japanese,2021-07,3,16877
Japanese,2021-07,4,6887
Japanese,2021-07,5,8191
Japanese,2021-07,6,4986
Japanese,2021-07,7,3114
Japanese,2021-07,8,2043
Japanese,2021-07,9,1448
Japanese,2021-07,10,1054
Japanese,2021-07,11,830
Japanese,2021-07,12,578
Japanese,2021-07,13,514
Japanese,2021-07,14,385
Japanese,2021-07,15,311
Japanese,2021-07,16,272
Japanese,2021-07,17,216
Japanese,2021-07,18,176
Japanese,2021-07,19,146
Japanese,2021-07,20,134
Japanese,2021-07,21,132
Japanese,2021-07,22,100
Japanese,2021-07,23,72
Japanese,2021-07,24,74
Japanese,2021-07,25,67
Japanese,2021-07,26,57
Japanese,2021-07,27,45
Japanese,2021-07,28,44
Japanese,2021-07,29,39
Japanese,2021-07,30,29
Japanese,2021-07,31,36
Japanese,2021-07,32,24
Japanese,2021-07,33,21
Japanese,2021-07,34,28
Japanese,2021-07,35,17
Japanese,2021-07,36,12
Japanese,2021-07,37,8
Japanese,2021-07,39,13
Japanese,2021-07,41,6
Japanese,2021-07,42,10
Japanese,2021-07,43,12
Japanese,2021-07,44,7
Japanese,2021-07,47,8
Japanese,2021-07,48,10
Japanese,2021-07,49,10
Japanese,2021-07,50,4
Japanese,2021-07,53,7
Japanese,2021-07,55,4
Japanese,2021-07,59,3
Japanese,2021-07,60,6
Japanese,2021-07,69,1
Japanese,2021-07,81,1
Japanese,2021-07,84,2
Japanese,2021-07,86,2
Japanese,2021-07,91,1
Japanese,2021-07,92,1
Japanese,2021-07,95,3
Korean,2019-01,47,1
Korean,2021-07,2,9465
Korean,2021-07,3,2613
Korean,2021-07,4,1071
Korean,2021-07,5,902
Korean,2021-07,6,480
Korean,2021-07,7,229
Korean,2021-07,8,139
Korean,2021-07,9,82
Korean,2021-07,10,47
Korean,2021-07,11,35
Korean,2021-07,12,16
Korean,2021-07,15,7
Korean,2021-07,16,7
Korean,2021-07,17,7
Korean,2021-07,18,6
Korean,2021-07,25,2
Korean,2021-07,26,2
Korean,2021-07,31,1
Korean,2021-07,47,2
LatinAmerican,2021-07,2,1997
LatinAmerican,2021-07,3,577
LatinAmerican,2021-07,4,231
LatinAmerican,2021-07,5,208
LatinAmerican,2021-07,6,94
LatinAmerican,2021-07,7,60
LatinAmerican,2021-07,8,31
LatinAmerican,2021-07,9,21
LatinAmerican,2021-07,11,10
LatinAmerican,2021-07,12,3
LatinAmerican,2021-07,13,5
LatinAmerican,2021-07,32,1
LatinAmerican,2021-07,51,1
Mediterranean,2021-07,2,11143
Mediterranean,2021-07,3,3031
Mediterranean,2021-07,4,1173
Mediterranean,2021-07,5,1172
Mediterranean,2021-07,6,663
Mediterranean,2021-07,7,371
Mediterranean,2021-07,8,233
Mediterranean,2021-07,9,155
Mediterranean,2021-07,10,105
Mediterranean,2021-07,11,57
Mediterranean,2021-07,12,47
Mediterranean,2021-07,13,41
Mediterranean,2021-07,14,27
Mediterranean,2021-07,15,27
Mediterranean,2021-07,16,23
Mediterranean,2021-07,17,18
Mediterranean,2021-07,18,12
Mediterranean,2021-07,19,11
Mediterranean,2021-07,20,16
Mediterranean,2021-07,21,13
Mediterranean,2021-07,22,12
Mediterranean,2021-07,23,7
Mediterranean,2021-07,24,7
Mediterranean,2021-07,27,4
Mediterranean,2021-07,34,3
Mediterranean,2021-07,36,3
Mexican,2021-07,2,131334
Mexican,2021-07,3,35680
Mexican,2021-07,4,14208
Mexican,2021-07,5,18324
Mexican,2021-07,6,11122
Mexican,2021-07,7,7452
Mexican,2021-07,8,4991
Mexican,2021-07,9,3645
Mexican,2021-07,10,2718
Mexican,2021-07,11,2160
Mexican,2021-07,12,1671
Mexican,2021-07,13,1341
Mexican,2021-07,14,1146
Mexican,2021-07,15,898
Mexican,2021-07,16,803
Mexican,2021-07,17,658
Mexican,2021-07,18,550
Mexican,2021-07,19,434
Mexican,2021-07,20,411
Mexican,2021-07,21,379
Mexican,2021-07,22,302
Mexican,2021-07,23,284
Mexican,2021-07,24,244
Mexican,2021-07,25,178
Mexican,2021-07,26,195
Mexican,2021-07,27,156
Mexican,2021-07,28,166
Mexican,2021-07,29,132
Mexican,2021-07,30,111
Mexican,2021-07,31,128
Mexican,2021-07,32,100
Mexican,2021-07,33,97
Mexican,2021-07,34,95
Mexican,2021-07,35,58
Mexican,2021-07,36,77
Mexican,2021-07,37,65
Mexican,2021-07,38,47
Mexican,2021-07,39,46
Mexican,2021-07,40,45
Mexican,2021-07,41,35
Mexican,2021-07,42,50
Mexican,2021-07,43,45
Mexican,2021-07,44,40
Mexican,2021-07,45,32
Mexican,2021-07,46,29
Mexican,2021-07,47,34
Mexican,2021-07,48,29
Mexican,2021-07,49,23
Mexican,2021-07,50,23
Mexican,2021-07,51,27
Mexican,2021-07,52,13
Mexican,2021-07,54,17
Mexican,2021-07,55,14
Mexican,2021-07,56,14
Mexican,2021-07,57,9
Mexican,2021-07,58,14
Mexican,2021-07,59,12
Mexican,2021-07,60,8
Mexican,2021-07,61,12
Mexican,2021-07,63,12
Mexican,2021-07,64,13
Mexican,2021-07,65,7
Mexican,2021-07,66,5
Mexican,2021-07,67,7
Mexican,2021-07,70,4
Mexican,2021-07,71,12
Mexican,2021-07,72,9
Mexican,2021-07,79,4
Mexican,2021-07,81,5
Mexican,2021-07,84,4
Mexican,2021-07,85,3
Mexican,2021-07,88,4
Mexican,2021-07,94,7
Mexican,2021-07,102,2
Mexican,2021-07,114,1
Mexican,2021-07,118,2
Mexican,2021-07,167,1
Mexican,2021-07,186,1
MiddleEastern,2021-07,2,9105
MiddleEastern,2021-07,3,2402
MiddleEastern,2021-07,4,976
MiddleEastern,2021-07,5,838
MiddleEastern,2021-07,6,366
MiddleEastern,2021-07,7,230
MiddleEastern,2021-07,8,125
MiddleEastern,2021-07,9,78
MiddleEastern,2021-07,10,52
MiddleEastern,2021-07,11,38
MiddleEastern,2021-07,12,23
MiddleEastern,2021-07,13,21
MiddleEastern,2021-07,14,9
MiddleEastern,2021-07,15,6
MiddleEastern,2021-07,16,7
MiddleEastern,2021-07,17,6
MiddleEastern,2021-07,26,2
MiddleEastern,2021-07,27,2
MiddleEastern,2021-07,70,1
MiddleEastern,2021-07,74,1
Mixed,2021-07,2,80290
Mixed,2021-07,3,21942
Mixed,2021-07,4,8888
Mixed,2021-07,5,10026
Mixed,2021-07,6,5783
Mixed,2021-07,7,3787
Mixed,2021-07,8,2315
Mixed,2021-07,9,1582
Mixed,2021-07,10,1182
Mixed,2021-07,11,866
Mixed,2021-07,12,562
Mixed,2021-07,13,464
Mixed,2021-07,14,384
Mixed,2021-07,15,299
Mixed,2021-07,16,252
Mixed,2021-07,17,227
Mixed,2021-07,18,164
Mixed,2021-07,19,128
Mixed,2021-07,20,119
Mixed,2021-07,21,103
Mixed,2021-07,22,84
Mixed,2021-07,23,59
Mixed,2021-07,24,77
Mixed,2021-07,25,45
Mixed,2021-07,26,48
Mixed,2021-07,27,43
Mixed,2021-07,28,41
Mixed,2021-07,29,31
Mixed,2021-07,30,40
Mixed,2021-07,31,31
Mixed,2021-07,32,20
Mixed,2021-07,33,21
Mixed,2021-07,34,19
Mixed,2021-07,35,18
Mixed,2021-07,36,16
Mixed,2021-07,37,13
Mixed,2021-07,38,11
Mixed,2021-07,39,8
Mixed,2021-07,40,10
Mixed,2021-07,42,3
Mixed,2021-07,43,6
Mixed,2021-07,47,10
Mixed,2021-07,50,4
Mixed,2021-07,51,6
Mixed,2021-07,55,2
Mixed,2021-07,57,3
Mixed,2021-07,59,2
Mixed,2021-07,63,3
Mixed,2021-07,66,1
Mixed,2021-07,83,2
Mixed,2021-07,115,1
OtherAsian,2019-06,27,1
OtherAsian,2019-07,25,1
OtherAsian,2019-09,31,1
OtherAsian,2020-04,21,1
OtherAsian,2020-05,16,1
OtherAsian,2021-07,2,3881
OtherAsian,2021-07,3,1060
OtherAsian,2021-07,4,459
OtherAsian,2021-07,5,446
OtherAsian,2021-07,6,227
OtherAsian,2021-07,7,117
OtherAsian,2021-07,8,78
OtherAsian,2021-07,9,55
OtherAsian,2021-07,10,42
OtherAsian,2021-07,11,20
OtherAsian,2021-07,12,17
OtherAsian,2021-07,13,17
OtherAsian,2021-07,14,9
OtherAsian,2021-07,15,6
OtherAsian,2021-07,16,5
OtherAsian,2021-07,18,2
OtherAsian,2021-07,19,3
OtherAsian,2021-07,22,3
OtherAsian,2021-07,23,2
OtherAsian,2021-07,34,2
Spanish,2021-07,2,4726
Spanish,2021-07,3,1262
Spanish,2021-07,4,510
Spanish,2021-07,5,457
Spanish,2021-07,6,229
Spanish,2021-07,7,125
Spanish,2021-07,8,67
Spanish,2021-07,9,51
Spanish,2021-07,10,22
Spanish,2021-07,11,19
Spanish,2021-07,14,9
Spanish,2021-07,20,1
Thai,2021-07,2,16778
Thai,2021-07,3,4571
Thai,2021-07,4,1786
Thai,2021-07,5,1866
Thai,2021-07,6,1020
Thai,2021-07,7,600
Thai,2021-07,8,320
Thai,2021-07,9,252
Thai,2021-07,10,146
Thai,2021-07,11,126
Thai,2021-07,12,71
Thai,2021-07,13,59
Thai,2021-07,14,43
Thai,2021-07,15,41
Thai,2021-07,16,38
Thai,2021-07,17,18
Thai,2021-07,18,20
Thai,2021-07,19,17
Thai,2021-07,20,14
Thai,2021-07,22,17
Thai,2021-07,23,9
Thai,2021-07,24,5
Thai,2021-07,25,8
Thai,2021-07,26,10
Thai,2021-07,29,11
Thai,2021-07,30,1
Thai,2021-07,40,3
Thai,2021-07,62,1
Thai,2021-07,66,1
Vietnamese,2021-07,2,13056
Vietnamese,2021-07,3,3635
Vietnamese,2021-07,4,1398
Vietnamese,2021-07,5,1394
Vietnamese,2021-07,6,771
Vietnamese,2021-07,7,422
Vietnamese,2021-07,8,278
Vietnamese,2021-07,9,148
Vietnamese,2021-07,10,135
Vietnamese,2021-07,11,85
Vietnamese,2021-07,12,59
Vietnamese,2021-07,13,39
Vietnamese,2021-07,14,27
Vietnamese,2021-07,15,33
Vietnamese,2021-07,16,18
Vietnamese,2021-07,17,20
Vietnamese,2021-07,18,13
Vietnamese,2021-07,19,10
Vietnamese,2021-07,21,9
Vietnamese,2021-07,22,8
Vietnamese,2021-07,23,8
Vietnamese,2021-07,24,6
Vietnamese,2021-07,25,7
Vietnamese,2021-07,28,5
Vietnamese,2021-07,29,2
Vietnamese,2021-07,30,2
Vietnamese,2021-07,33,2
Vietnamese,2021-07,37,2
Vietnamese,2021-07,38,1
Vietnamese,2021-07,44,2
Vietnamese,2021-07,49,1
Vietnamese,2021-07,53,1
African,2021-07,16,3
African,2021-07,18,4
African,2021-07,27,1
African,2021-07,45,2
American,2021-07,64,10
American,2021-07,75,7
American,2021-07,76,9
American,2021-07,78,10
American,2021-07,79,3
American,2021-07,81,7
American,2021-07,84,5
American,2021-07,88,5
American,2021-07,90,1
American,2021-07,91,5
American,2021-07,92,2
American,2021-07,94,2
American,2021-07,97,4
American,2021-07,100,3
American,2021-07,103,2
American,2021-07,104,1
American,2021-07,105,3
American,2021-07,106,6
American,2021-07,107,2
American,2021-07,108,4
American,2021-07,114,2
American,2021-07,117,1
American,2021-07,128,1
American,2021-07,129,2
American,2021-07,131,1
American,2021-07,132,2
American,2021-07,134,1
American,2021-07,135,1
American,2021-07,141,2
American,2021-07,142,1
American,2021-07,158,1
American,2021-07,166,1
American,2021-07,170,1
American,2021-07,200,1
American,2021-07,251,1
American,2021-07,264,1
American,2021-07,311,1
American,2021-07,337,1
American,2021-07,919,1
AsianFusion,2021-07,18,9
AsianFusion,2021-07,23,4
AsianFusion,2021-07,29,3
AsianFusion,2021-07,39,2
British/Irish,2021-07,13,6
British/Irish,2021-07,14,6
British/Irish,2021-07,16,6
British/Irish,2021-07,17,8
British/Irish,2021-07,21,6
British/Irish,2021-07,23,2
British/Irish,2021-07,24,2
British/Irish,2021-07,30,1
British/Irish,2021-07,38,1
British/Irish,2021-07,85,1
Caribbean,2021-07,18,13
Caribbean,2021-07,21,10
Caribbean,2021-07,26,3
Caribbean,2021-07,29,4
Caribbean,2021-07,30,4
Caribbean,2021-07,31,1
Caribbean,2021-07,32,2
Caribbean,2021-07,33,3
Caribbean,2021-07,89,1
Caribbean,2021-07,107,1
Chinese,2021-07,37,14
Chinese,2021-07,38,18
Chinese,2021-07,39,14
Chinese,2021-07,53,3
Chinese,2021-07,54,6
Chinese,2021-07,55,5
Chinese,2021-07,58,3
Chinese,2021-07,59,1
Chinese,2021-07,62,4
Chinese,2021-07,63,3
Chinese,2021-07,66,3
Chinese,2021-07,69,3
Chinese,2021-07,76,1
Chinese,2021-07,83,1
Chinese,2021-07,108,1
Chinese,2021-07,114,1
Chinese,2021-07,116,1
Chinese,2021-07,130,1
Chinese,2021-07,269,1
European,2021-07,17,5
European,2021-07,24,1
European,2021-07,33,1
French,2021-07,16,11
French,2021-07,20,1
French,2021-07,22,3
French,2021-07,32,1
French,2021-07,41,2
French,2021-07,43,1
French,2021-07,51,2
German,2021-07,13,4
German,2021-07,17,3
German,2021-07,18,1
German,2021-07,20,1
German,2021-07,21,1
German,2021-07,25,1
German,2021-07,26,2
German,2021-07,32,1
Greek,2021-07,20,8
Greek,2021-07,22,4
Greek,2021-07,23,5
Greek,2021-07,32,1
Greek,2021-07,33,1
Greek,2021-07,35,3
Greek,2021-07,37,3
Greek,2021-07,54,1
Indian,2021-07,23,3
Indian,2021-07,25,1
Indian,2021-07,29,1
Indian,2021-07,57,1
Italian,2021-07,45,16
Italian,2021-07,49,6
Italian,2021-07,54,4
Italian,2021-07,55,4
Italian,2021-07,60,4
Italian,2021-07,64,4
Italian,2021-07,68,2
Italian,2021-07,70,4
Italian,2021-07,75,2
Italian,2021-07,76,2
Italian,2021-07,80,1
Italian,2021-07,89,2
Italian,2021-07,91,2
Italian,2021-07,92,2
Italian,2021-07,94,2
Italian,2021-07,100,1
Italian,2021-07,103,1
Italian,2021-07,117,1
Italian,2021-07,133,1
Italian,2021-07,136,1
Italian,2021-07,144,1
Italian,2021-07,200,1
Italian,2021-07,249,1
Italian,2021-07,269,1
Japanese,2021-07,38,14
Japanese,2021-07,40,15
Japanese,2021-07,45,16
Japanese,2021-07,46,4
Japanese,2021-07,51,5
Japanese,2021-07,52,5
Japanese,2021-07,54,5
Japanese,2021-07,56,5
Japanese,2021-07,57,3
Japanese,2021-07,61,1
Japanese,2021-07,64,3
Japanese,2021-07,65,3
Japanese,2021-07,71,5
Japanese,2021-07,72,2
Japanese,2021-07,88,1
Japanese,2021-07,102,1
Japanese,2021-07,115,1
Japanese,2021-07,136,1
Korean,2021-07,13,11
Korean,2021-07,14,17
Korean,2021-07,22,4
Korean,2021-07,23,2
Korean,2021-07,27,2
Korean,2021-07,41,1
Korean,2021-07,76,1
LatinAmerican,2021-07,10,11
LatinAmerican,2021-07,15,2
LatinAmerican,2021-07,16,2
LatinAmerican,2021-07,19,2
LatinAmerican,2021-07,37,1
LatinAmerican,2021-07,42,1
Mediterranean,2021-07,26,3
Mediterranean,2021-07,28,5
Mediterranean,2021-07,29,2
Mediterranean,2021-07,30,3
Mediterranean,2021-07,32,1
Mediterranean,2021-07,35,1
Mediterranean,2021-07,39,2
Mediterranean,2021-07,520,1
Mexican,2021-07,53,9
Mexican,2021-07,62,11
Mexican,2021-07,68,9
Mexican,2021-07,69,7
Mexican,2021-07,74,5
Mexican,2021-07,75,6
Mexican,2021-07,76,4
Mexican,2021-07,77,2
Mexican,2021-07,78,4
Mexican,2021-07,80,4
Mexican,2021-07,82,1
Mexican,2021-07,83,4
Mexican,2021-07,86,3
Mexican,2021-07,91,5
Mexican,2021-07,93,1
Mexican,2021-07,99,1
Mexican,2021-07,101,1
Mexican,2021-07,106,2
Mexican,2021-07,107,2
Mexican,2021-07,109,2
Mexican,2021-07,143,1
Mexican,2021-07,220,1
MiddleEastern,2021-07,18,3
MiddleEastern,2021-07,19,4
MiddleEastern,2021-07,22,4
MiddleEastern,2021-07,23,1
MiddleEastern,2021-07,30,2
MiddleEastern,2021-07,55,1
MiddleEastern,2021-07,67,1
MiddleEastern,2021-07,180,1
Mixed,2021-07,41,5
Mixed,2021-07,44,6
Mixed,2021-07,45,8
Mixed,2021-07,46,2
Mixed,2021-07,48,4
Mixed,2021-07,49,5
Mixed,2021-07,52,2
Mixed,2021-07,58,1
Mixed,2021-07,61,3
Mixed,2021-07,64,3
Mixed,2021-07,65,2
Mixed,2021-07,69,2
Mixed,2021-07,72,1
Mixed,2021-07,112,1
Mixed,2021-07,236,1
Mixed,2021-07,254,1
Mixed,2021-07,641,1
OtherAsian,2021-07,21,1
OtherAsian,2021-07,26,1
Spanish,2021-07,12,10
Spanish,2021-07,13,9
Spanish,2021-07,15,4
Spanish,2021-07,16,8
Spanish,2021-07,17,2
Spanish,2021-07,19,1
Spanish,2021-07,22,2
Spanish,2021-07,23,3
Spanish,2021-07,24,1
Spanish,2021-07,31,1
Spanish,2021-07,35,1
Thai,2021-07,21,10
Thai,2021-07,27,3
Thai,2021-07,28,6
Thai,2021-07,31,1
Thai,2021-07,32,3
Thai,2021-07,35,3
Thai,2021-07,36,2
Thai,2021-07,38,1
Thai,2021-07,44,2
Thai,2021-07,45,3
Thai,2021-07,51,2
Thai,2021-07,64,1
Vietnamese,2021-07,26,2
Vietnamese,2021-07,34,2
Vietnamese,2021-07,56,1
African,2021-07,13,2
African,2021-07,14,5
African,2021-07,22,2
African,2021-07,28,1
African,2021-07,41,1
American,2021-07,80,3
American,2021-07,87,2
American,2021-07,102,2
American,2021-07,113,1
American,2021-07,123,2
American,2021-07,143,1
American,2021-07,150,1
American,2021-07,153,2
American,2021-07,165,1
American,2021-07,172,1
American,2021-07,207,1
American,2021-07,208,1
American,2021-07,231,1
American,2021-07,241,1
American,2021-07,379,1
American,2021-07,521,1
AsianFusion,2021-07,22,2
AsianFusion,2021-07,24,3
AsianFusion,2021-07,28,3
AsianFusion,2021-07,44,1
AsianFusion,2021-07,45,1
AsianFusion,2021-07,48,1
British/Irish,2021-07,22,1
British/Irish,2021-07,27,2
British/Irish,2021-07,32,1
British/Irish,2021-07,37,1
British/Irish,2021-07,42,1
British/Irish,2021-07,43,1
British/Irish,2021-07,58,1
British/Irish,2021-07,100,1
Caribbean,2021-07,28,1
Caribbean,2021-07,38,3
Caribbean,2021-07,41,1
Caribbean,2021-07,64,1
Caribbean,2021-07,65,1
Caribbean,2021-07,207,1
