Type,date,visitation,placekey
American,2021-06,59,34
American,2021-06,95,6
AsianFusion,2019-01,23,8
AsianFusion,2019-02,9,119
AsianFusion,2019-02,17,14
AsianFusion,2019-02,18,13
AsianFusion,2019-02,19,3
AsianFusion,2019-03,20,12
AsianFusion,2019-03,23,8
AsianFusion,2019-03,35,2
AsianFusion,2019-04,12,66
AsianFusion,2019-04,21,6
AsianFusion,2019-05,25,10
AsianFusion,2019-05,33,4
AsianFusion,2019-06,20,12
AsianFusion,2019-06,23,9
AsianFusion,2019-06,24,9
AsianFusion,2019-06,27,4
AsianFusion,2019-06,29,2
AsianFusion,2019-06,32,4
AsianFusion,2019-07,18,16
AsianFusion,2019-07,22,8
AsianFusion,2019-07,27,1
AsianFusion,2019-07,36,3
AsianFusion,2019-08,15,23
AsianFusion,2019-08,19,15
AsianFusion,2019-08,28,4
AsianFusion,2019-08,33,3
AsianFusion,2019-09,20,13
AsianFusion,2019-09,24,8
AsianFusion,2019-09,28,4
AsianFusion,2019-09,30,7
AsianFusion,2019-09,33,5
AsianFusion,2019-10,21,11
AsianFusion,2019-10,26,7
AsianFusion,2019-10,30,3
AsianFusion,2019-10,39,3
AsianFusion,2019-11,17,17
AsianFusion,2019-11,22,6
AsianFusion,2019-11,23,9
AsianFusion,2019-11,24,6
AsianFusion,2019-11,25,7
AsianFusion,2019-11,33,2
AsianFusion,2019-12,17,22
AsianFusion,2019-12,19,20
AsianFusion,2019-12,21,12
AsianFusion,2019-12,24,11
AsianFusion,2019-12,25,7
AsianFusion,2019-12,27,10
AsianFusion,2020-01,28,5
AsianFusion,2020-01,30,5
AsianFusion,2020-02,17,22
AsianFusion,2020-02,19,12
AsianFusion,2020-02,23,10
AsianFusion,2020-02,28,8
AsianFusion,2020-03,12,36
AsianFusion,2020-03,17,10
AsianFusion,2020-03,21,7
AsianFusion,2020-03,25,1
AsianFusion,2020-04,8,39
AsianFusion,2020-04,9,28
AsianFusion,2020-04,11,19
AsianFusion,2020-04,14,9
AsianFusion,2020-04,15,4
AsianFusion,2020-04,20,1
AsianFusion,2020-04,22,2
AsianFusion,2020-04,27,1
AsianFusion,2020-04,36,1
AsianFusion,2020-05,16,10
AsianFusion,2020-05,20,4
AsianFusion,2020-05,23,7
AsianFusion,2020-05,24,2
AsianFusion,2020-05,27,1
AsianFusion,2020-05,28,2
AsianFusion,2020-05,32,1
AsianFusion,2020-06,15,17
AsianFusion,2020-06,17,13
AsianFusion,2020-06,22,4
AsianFusion,2020-06,26,2
AsianFusion,2020-06,27,4
AsianFusion,2020-06,32,1
AsianFusion,2020-07,18,6
AsianFusion,2020-07,19,7
AsianFusion,2020-07,26,4
AsianFusion,2020-07,28,4
AsianFusion,2020-07,30,4
AsianFusion,2020-07,32,2
AsianFusion,2020-08,9,75
AsianFusion,2020-08,17,9
AsianFusion,2020-08,24,3
AsianFusion,2020-08,25,6
AsianFusion,2020-08,32,2
AsianFusion,2020-08,37,5
AsianFusion,2020-09,19,16
AsianFusion,2020-09,20,11
AsianFusion,2020-09,21,6
AsianFusion,2020-09,22,5
AsianFusion,2020-09,27,3
AsianFusion,2020-09,29,3
AsianFusion,2020-09,37,2
AsianFusion,2020-10,18,9
AsianFusion,2020-10,29,2
AsianFusion,2020-10,30,4
AsianFusion,2020-10,35,1
AsianFusion,2020-10,37,2
AsianFusion,2020-11,11,40
AsianFusion,2020-11,14,18
AsianFusion,2020-11,16,13
AsianFusion,2020-11,26,4
AsianFusion,2020-11,27,2
AsianFusion,2020-11,33,1
AsianFusion,2020-12,13,25
AsianFusion,2020-12,15,14
AsianFusion,2020-12,24,7
AsianFusion,2020-12,33,1
AsianFusion,2021-01,15,9
AsianFusion,2021-01,19,11
AsianFusion,2021-01,24,2
AsianFusion,2021-01,31,1
AsianFusion,2021-01,32,2
AsianFusion,2021-01,34,1
AsianFusion,2021-01,35,1
AsianFusion,2021-02,14,19
AsianFusion,2021-02,15,17
AsianFusion,2021-02,22,6
AsianFusion,2021-02,26,1
AsianFusion,2021-02,28,1
AsianFusion,2021-02,33,3
AsianFusion,2021-03,13,25
AsianFusion,2021-03,16,24
AsianFusion,2021-03,18,9
AsianFusion,2021-03,19,9
AsianFusion,2021-03,31,4
AsianFusion,2021-03,34,1
AsianFusion,2021-03,36,2
AsianFusion,2021-03,37,3
AsianFusion,2021-04,10,56
AsianFusion,2021-04,16,17
AsianFusion,2021-04,18,9
AsianFusion,2021-04,19,10
AsianFusion,2021-04,21,7
AsianFusion,2021-04,31,3
AsianFusion,2021-04,32,4
AsianFusion,2021-05,16,26
AsianFusion,2021-05,19,9
AsianFusion,2021-05,34,3
AsianFusion,2021-05,39,3
AsianFusion,2021-06,14,23
AsianFusion,2021-06,15,22
AsianFusion,2021-06,22,4
AsianFusion,2021-06,23,5
AsianFusion,2021-06,32,2
AsianFusion,2021-06,38,2
AsianFusion,2021-06,39,2
British/Irish,2019-01,17,13
British/Irish,2019-07,16,25
British/Irish,2019-08,17,20
British/Irish,2019-09,21,8
British/Irish,2019-10,24,5
British/Irish,2019-12,20,9
British/Irish,2020-02,26,4
British/Irish,2020-04,6,72
British/Irish,2020-05,10,20
British/Irish,2020-09,16,9
British/Irish,2020-10,10,60
British/Irish,2020-12,19,4
British/Irish,2021-04,14,11
Caribbean,2019-01,6,1990
Caribbean,2019-01,8,781
Caribbean,2019-01,9,474
Caribbean,2019-01,11,254
Caribbean,2019-02,7,1172
Caribbean,2019-02,8,697
Caribbean,2019-02,9,464
Caribbean,2019-03,6,2289
Caribbean,2019-03,7,1328
Caribbean,2019-03,10,397
Caribbean,2019-03,11,281
Caribbean,2019-04,6,2311
Caribbean,2019-04,8,855
Caribbean,2019-04,9,573
Caribbean,2019-05,7,1513
Caribbean,2019-05,9,591
Caribbean,2019-06,7,1386
Caribbean,2019-06,8,863
Caribbean,2019-06,11,299
Caribbean,2019-07,9,466
Caribbean,2019-08,7,1224
Caribbean,2019-08,10,368
Caribbean,2019-09,6,2264
Caribbean,2019-09,7,1346
Caribbean,2019-09,8,779
Caribbean,2019-09,13,153
Caribbean,2019-10,6,2121
Caribbean,2019-10,7,1259
Caribbean,2019-10,9,465
Caribbean,2019-10,10,328
Caribbean,2019-11,7,1094
Caribbean,2019-12,6,2054
Caribbean,2019-12,7,1172
Caribbean,2019-12,8,761
Caribbean,2019-12,9,460
Caribbean,2019-12,11,240
Caribbean,2020-01,6,2336
Caribbean,2020-01,7,1321
Caribbean,2020-01,8,872
Caribbean,2020-01,11,290
Caribbean,2020-02,6,2091
Caribbean,2020-02,7,1239
Caribbean,2020-02,10,332
Caribbean,2020-02,14,114
Caribbean,2020-04,3,4136
Caribbean,2020-04,4,1643
Caribbean,2020-04,5,1462
Caribbean,2020-04,6,743
Caribbean,2020-05,4,2333
Caribbean,2020-05,5,2072
Caribbean,2020-05,6,1025
Caribbean,2020-05,8,312
Caribbean,2020-05,9,212
Caribbean,2020-06,2,25025
Caribbean,2020-06,4,2664
Caribbean,2020-06,6,1257
Caribbean,2020-06,7,703
Caribbean,2020-06,8,430
Caribbean,2020-07,3,7078
Caribbean,2020-07,5,2646
Caribbean,2020-07,6,1324
Caribbean,2020-07,7,720
Caribbean,2020-07,8,424
Caribbean,2020-08,5,2487
Caribbean,2020-08,6,1347
Caribbean,2020-08,7,701
Caribbean,2020-09,4,2564
Caribbean,2020-09,5,2343
Caribbean,2020-09,6,1233
Caribbean,2020-09,7,679
Caribbean,2020-10,4,2643
Caribbean,2020-10,6,1257
Caribbean,2020-10,7,644
Caribbean,2020-10,8,414
Caribbean,2020-10,10,172
Caribbean,2020-11,4,2228
Caribbean,2020-11,5,1896
Caribbean,2020-11,6,1030
Caribbean,2020-11,7,530
Caribbean,2020-12,3,5707
Caribbean,2020-12,5,1973
Caribbean,2020-12,6,1096
Caribbean,2020-12,7,532
Caribbean,2020-12,8,357
Caribbean,2020-12,10,122
Caribbean,2021-01,3,5015
Caribbean,2021-01,5,1734
Caribbean,2021-01,6,925
Caribbean,2021-01,8,263
Caribbean,2021-02,2,17514
Caribbean,2021-02,3,4760
Caribbean,2021-02,6,891
Caribbean,2021-02,7,485
Caribbean,2021-03,3,5921
Caribbean,2021-03,4,2395
Caribbean,2021-03,5,2112
Caribbean,2021-03,6,1108
Caribbean,2021-04,3,5981
Caribbean,2021-04,6,1072
Caribbean,2021-04,7,588
Caribbean,2021-05,5,2218
Caribbean,2021-05,6,1131
Caribbean,2021-05,8,406
Caribbean,2021-06,4,2372
Caribbean,2021-06,5,2225
Caribbean,2021-06,6,1154
Chinese,2019-01,24,115
Chinese,2019-01,54,9
Chinese,2019-01,57,3
Chinese,2019-01,72,3
Chinese,2019-02,31,42
Chinese,2019-02,45,14
Chinese,2019-02,58,5
Chinese,2019-03,33,58
Chinese,2019-03,36,37
Chinese,2019-03,46,19
Chinese,2019-03,65,1
Chinese,2019-04,26,125
Chinese,2019-04,48,11
Chinese,2019-04,62,4
Chinese,2019-05,29,86
Chinese,2019-05,49,16
Chinese,2019-05,52,9
Chinese,2019-05,57,6
Chinese,2019-06,28,87
Chinese,2019-06,32,69
Chinese,2019-06,52,8
Chinese,2019-06,64,6
Chinese,2019-06,69,4
Chinese,2019-07,30,61
Chinese,2019-07,40,21
Chinese,2019-07,64,4
Chinese,2019-07,76,2
Chinese,2019-08,28,89
Chinese,2019-08,51,8
Chinese,2019-08,58,8
Chinese,2019-08,74,1
Chinese,2019-09,32,64
Chinese,2019-09,58,8
Chinese,2019-09,66,4
Chinese,2019-09,75,5
Chinese,2019-10,29,77
Chinese,2019-10,43,23
Chinese,2019-10,50,13
Chinese,2019-10,73,3
Chinese,2019-11,25,111
Chinese,2019-11,48,9
Chinese,2019-11,53,8
Chinese,2019-11,62,4
Chinese,2019-12,40,29
Chinese,2019-12,56,5
Chinese,2019-12,68,4
Chinese,2019-12,69,4
Chinese,2020-01,32,79
Chinese,2020-01,56,7
Chinese,2020-01,63,5
Chinese,2020-01,69,3
Chinese,2020-02,26,136
Chinese,2020-02,56,12
Chinese,2020-02,58,10
Chinese,2020-02,65,7
Chinese,2020-03,26,53
Chinese,2020-03,36,32
Chinese,2020-03,45,11
Chinese,2020-04,16,142
Chinese,2020-04,24,36
Chinese,2020-04,32,20
Chinese,2020-04,34,16
Chinese,2020-04,36,8
Chinese,2020-05,28,39
Chinese,2020-05,31,33
Chinese,2020-05,32,27
Chinese,2020-05,36,15
Chinese,2020-05,47,14
Chinese,2020-06,24,69
Chinese,2020-06,34,23
Chinese,2020-06,52,12
Chinese,2020-06,55,4
Chinese,2020-07,42,12
Chinese,2020-07,52,7
Chinese,2020-07,65,5
Chinese,2020-08,49,10
Chinese,2020-08,55,9
Chinese,2020-08,57,4
Chinese,2020-09,23,101
Chinese,2020-09,42,13
Chinese,2020-10,39,20
Chinese,2020-10,45,12
Chinese,2020-11,20,135
Chinese,2020-11,21,118
Chinese,2020-11,35,18
Chinese,2020-11,43,5
Chinese,2020-11,47,10
Chinese,2020-12,18,236
Chinese,2020-12,44,19
Chinese,2020-12,49,10
Chinese,2020-12,60,8
Chinese,2021-01,34,19
Chinese,2021-01,37,14
Chinese,2021-01,40,12
Chinese,2021-02,40,13
Chinese,2021-02,44,11
Chinese,2021-03,40,12
Chinese,2021-03,56,5
Chinese,2021-04,46,7
Chinese,2021-04,47,3
Chinese,2021-04,54,7
Chinese,2021-05,37,22
Chinese,2021-05,43,7
Chinese,2021-05,47,12
Chinese,2021-05,52,11
Chinese,2021-06,44,11
Chinese,2021-06,45,5
Chinese,2021-06,55,4
European,2019-01,3,4529
European,2019-01,4,1793
European,2019-02,3,4352
European,2019-02,4,1691
European,2019-02,5,1689
European,2019-03,3,5068
European,2019-03,4,1985
European,2019-03,6,1046
European,2019-03,8,364
European,2019-03,9,230
European,2019-03,12,93
European,2019-04,4,2018
European,2019-04,6,1002
European,2019-04,7,555
European,2019-04,10,152
European,2019-04,14,47
European,2019-05,3,5252
European,2019-05,4,2116
European,2019-05,5,1997
European,2019-05,8,391
European,2019-05,11,128
European,2019-05,14,76
European,2019-06,4,2095
European,2019-06,5,2025
European,2019-06,6,1108
European,2019-06,9,246
European,2019-06,12,103
European,2019-07,7,542
European,2019-07,8,326
European,2019-07,9,215
European,2019-07,10,138
European,2019-07,12,72
European,2019-08,4,1986
European,2019-08,5,1902
European,2019-08,7,585
European,2019-08,9,224
European,2019-08,11,96
European,2019-09,5,1925
European,2019-09,6,1059
European,2019-09,8,359
European,2019-09,10,153
European,2019-09,11,102
European,2019-10,3,4881
European,2019-10,4,1861
European,2019-10,5,1877
European,2019-10,6,960
European,2019-10,7,545
European,2019-10,10,139
European,2019-11,4,1840
European,2019-11,5,1816
European,2019-11,6,971
European,2019-11,7,580
European,2019-11,8,326
European,2019-11,16,25
European,2019-12,3,4861
European,2019-12,4,1935
European,2019-12,5,1849
European,2019-12,7,568
European,2019-12,8,339
European,2019-12,9,239
European,2019-12,11,115
European,2020-01,4,2021
European,2020-01,7,589
European,2020-01,20,19
European,2020-02,3,4725
European,2020-02,5,1881
European,2020-02,6,1009
European,2020-02,7,535
European,2020-02,10,167
European,2020-03,3,3279
European,2020-03,5,1202
European,2020-04,3,1618
European,2020-04,11,20
European,2020-05,4,867
European,2020-05,5,765
European,2020-06,6,504
European,2020-06,7,276
European,2020-06,8,161
European,2020-06,10,59
European,2020-06,13,29
European,2020-07,4,1154
European,2020-07,6,522
European,2020-07,8,193
European,2020-08,4,1211
European,2020-08,5,1085
European,2020-08,6,590
European,2020-08,7,359
European,2020-09,4,1201
European,2020-09,5,1086
European,2020-09,6,524
European,2020-09,8,175
European,2020-09,10,75
European,2020-09,14,28
European,2020-10,3,3092
European,2020-10,4,1224
European,2020-10,5,1139
European,2020-10,15,16
European,2020-11,3,2590
European,2020-11,4,1017
European,2020-11,6,467
European,2020-11,7,266
European,2020-11,14,14
European,2020-11,17,7
European,2020-12,3,2486
European,2020-12,4,1063
European,2020-12,12,38
European,2020-12,15,19
European,2021-01,3,2261
European,2021-01,4,892
European,2021-01,9,71
European,2021-01,12,21
European,2021-01,13,12
European,2021-02,5,751
European,2021-02,6,391
European,2021-02,7,200
European,2021-02,9,56
European,2021-02,10,53
European,2021-03,4,1057
European,2021-03,6,518
European,2021-03,8,158
European,2021-03,13,21
European,2021-04,9,106
European,2021-04,11,34
European,2021-04,15,16
European,2021-05,4,1180
European,2021-05,6,578
European,2021-05,7,274
European,2021-05,8,162
European,2021-05,13,19
European,2021-05,14,20
European,2021-06,4,1154
European,2021-06,5,1016
European,2021-06,6,474
European,2021-06,7,294
European,2021-06,10,61
European,2021-06,11,43
German,2019-01,6,124
German,2019-01,11,15
German,2019-02,7,77
German,2019-02,12,10
German,2019-03,4,284
German,2019-03,9,40
German,2019-04,7,76
German,2019-05,9,53
German,2019-05,12,11
German,2019-05,13,9
German,2019-06,10,25
German,2019-06,12,13
German,2019-06,15,2
German,2019-07,4,289
German,2019-07,10,22
German,2019-07,11,24
German,2019-08,12,15
German,2019-08,19,8
German,2019-09,4,313
German,2019-09,6,180
German,2019-09,8,67
German,2019-09,19,3
German,2019-10,4,321
German,2019-10,7,97
German,2019-10,11,15
German,2019-11,6,163
German,2019-11,10,23
German,2019-12,9,31
German,2019-12,16,8
German,2020-01,7,108
German,2020-01,9,42
German,2020-01,10,28
German,2020-01,13,9
German,2020-02,6,160
German,2020-02,10,31
German,2020-02,12,15
German,2020-02,15,6
German,2020-03,4,211
German,2020-03,9,19
German,2020-05,4,145
German,2020-06,4,218
German,2020-08,13,6
German,2020-10,4,214
German,2020-10,11,10
German,2020-11,6,72
German,2020-12,8,27
German,2021-04,6,116
German,2021-05,6,125
Greek,2019-01,13,97
Greek,2019-02,9,296
Greek,2019-02,11,155
Greek,2019-02,13,93
Greek,2019-02,14,77
Greek,2019-02,15,54
Greek,2019-02,16,45
Greek,2019-02,26,7
Greek,2019-03,11,198
Greek,2019-03,12,146
Greek,2019-03,13,110
Greek,2019-03,17,35
Greek,2019-03,18,52
Greek,2019-03,24,14
Greek,2019-04,11,181
Greek,2019-04,14,111
Greek,2019-04,15,75
Greek,2019-04,16,58
Greek,2019-04,17,64
Greek,2019-04,18,44
Greek,2019-04,30,11
Greek,2019-05,13,147
Greek,2019-05,14,104
Greek,2019-05,18,57
Greek,2019-05,21,14
Greek,2019-05,22,34
Greek,2019-05,32,8
Greek,2019-06,11,195
Greek,2019-06,13,138
Greek,2019-06,14,96
Greek,2019-06,15,92
Greek,2019-06,16,71
Greek,2019-06,18,49
Greek,2019-06,20,46
Greek,2019-06,24,15
Greek,2019-07,13,104
Greek,2019-07,15,82
Greek,2019-07,16,71
Greek,2019-07,18,51
Greek,2019-07,23,22
Greek,2019-07,32,6
Greek,2019-08,14,92
Greek,2019-08,15,83
Greek,2019-08,17,64
Greek,2019-08,18,42
Greek,2019-08,20,44
Greek,2019-08,24,15
Greek,2019-08,28,10
Greek,2019-08,31,10
Greek,2019-09,10,285
Greek,2019-09,11,200
Greek,2019-09,14,102
Greek,2019-09,15,72
Greek,2019-09,16,69
Greek,2019-09,19,51
Greek,2019-09,20,27
Greek,2019-09,22,22
Greek,2019-09,26,11
Greek,2019-10,11,200
Greek,2019-10,16,73
Greek,2019-10,17,67
Greek,2019-10,22,24
Greek,2019-10,23,19
Greek,2019-10,27,13
Greek,2019-11,11,199
Greek,2019-11,20,31
Greek,2019-11,21,25
Greek,2019-11,23,22
Greek,2019-12,11,229
Greek,2019-12,13,126
Greek,2019-12,15,93
Greek,2019-12,16,71
Greek,2019-12,23,27
Greek,2020-01,11,225
Greek,2020-01,13,125
Greek,2020-01,16,91
Greek,2020-01,17,66
Greek,2020-01,18,51
Greek,2020-01,22,29
Greek,2020-01,23,17
Greek,2020-02,13,119
Greek,2020-02,16,69
Greek,2020-02,19,40
Greek,2020-02,20,29
Greek,2020-02,21,37
Greek,2020-03,15,27
Greek,2020-04,11,24
Greek,2020-04,14,17
Greek,2020-04,15,12
Greek,2020-04,21,5
Greek,2020-05,10,98
Greek,2020-05,11,61
Greek,2020-05,22,6
Greek,2020-06,16,33
Greek,2020-06,17,24
Greek,2020-06,18,16
Greek,2020-06,25,7
Greek,2020-07,13,65
Greek,2020-07,16,25
Greek,2020-07,17,28
Greek,2020-07,18,22
Greek,2020-07,20,16
Greek,2020-08,11,118
Greek,2020-08,14,60
Greek,2020-08,15,37
Greek,2020-08,17,28
Greek,2020-08,18,21
Greek,2020-08,21,14
Greek,2020-09,13,64
Greek,2020-09,14,57
Greek,2020-09,15,38
Greek,2020-09,17,26
Greek,2020-09,19,18
Greek,2020-09,20,12
Greek,2020-10,15,54
Greek,2020-10,16,29
Greek,2020-10,17,36
Greek,2020-10,19,20
Greek,2020-10,28,8
Greek,2020-11,8,284
Greek,2020-11,10,125
Greek,2020-11,13,63
Greek,2020-11,16,23
Greek,2020-12,15,25
Greek,2020-12,19,13
Greek,2021-01,10,123
Greek,2021-01,12,62
Greek,2021-01,13,49
Greek,2021-01,14,40
Greek,2021-01,19,12
Greek,2021-01,20,6
Greek,2021-02,12,51
Greek,2021-02,14,37
Greek,2021-02,21,7
Greek,2021-03,10,166
Greek,2021-03,12,96
Greek,2021-03,17,28
Greek,2021-03,22,13
Greek,2021-04,10,179
Greek,2021-04,14,47
Greek,2021-04,17,31
Greek,2021-04,20,17
Greek,2021-04,21,11
Greek,2021-04,23,13
Greek,2021-04,26,5
Greek,2021-04,27,6
Greek,2021-04,28,4
Greek,2021-05,11,143
Greek,2021-05,13,83
Greek,2021-05,14,58
Greek,2021-05,16,42
Greek,2021-05,18,22
Greek,2021-05,19,22
Greek,2021-05,21,18
Greek,2021-05,24,8
Greek,2021-05,26,7
Greek,2021-06,13,61
Greek,2021-06,15,44
Greek,2021-06,16,31
Greek,2021-06,17,35
Greek,2021-06,18,24
Greek,2021-06,20,17
Greek,2021-06,21,15
Greek,2021-06,25,6
Indian,2019-01,7,944
Indian,2019-01,10,232
Indian,2019-02,13,77
Indian,2019-03,9,450
Indian,2019-06,10,274
Indian,2019-07,11,180
Indian,2019-08,10,289
Indian,2019-09,8,711
Indian,2019-11,12,122
Indian,2019-11,17,36
Indian,2019-12,7,1079
Indian,2019-12,12,141
Indian,2020-01,7,1226
Indian,2020-01,11,205
Indian,2020-02,8,643
Indian,2020-02,10,277
Indian,2020-03,10,158
Indian,2020-09,7,597
Indian,2020-11,12,55
Indian,2020-12,7,489
Indian,2021-02,11,45
Indian,2021-03,8,332
Indian,2021-04,10,146
Indian,2021-06,8,348
Italian,2019-01,27,174
Italian,2019-01,31,90
Italian,2019-01,35,66
Italian,2019-01,42,31
Italian,2019-01,87,3
Italian,2019-01,98,6
Italian,2019-01,99,4
Italian,2019-02,32,93
Italian,2019-02,34,51
Italian,2019-02,36,54
Italian,2019-02,45,30
Italian,2019-02,89,2
Italian,2019-03,29,169
Italian,2019-03,41,48
Italian,2019-03,46,26
Italian,2019-03,111,2
Italian,2019-04,31,123
Italian,2019-04,46,24
Italian,2019-04,48,18
Italian,2019-04,79,6
Italian,2019-04,98,2
Italian,2019-04,105,1
Italian,2019-04,113,4
Italian,2019-05,33,143
Italian,2019-05,35,93
Italian,2019-05,45,47
Italian,2019-05,46,32
Italian,2019-05,47,36
Italian,2019-05,48,25
Italian,2019-05,51,34
Italian,2019-05,55,20
Italian,2019-05,61,13
Italian,2019-05,85,7
Italian,2019-05,89,2
Italian,2019-05,93,4
Italian,2019-05,137,2
Italian,2019-06,40,71
Italian,2019-06,62,10
Italian,2019-06,68,9
Italian,2019-06,72,10
Italian,2019-06,104,3
Italian,2019-06,129,2
Italian,2019-07,27,198
Italian,2019-07,39,50
Italian,2019-07,41,36
Italian,2019-07,43,39
Italian,2019-07,46,33
Italian,2019-07,47,22
Italian,2019-07,64,11
Italian,2019-07,94,2
Italian,2019-07,147,1
Italian,2019-08,36,74
Italian,2019-08,50,30
Italian,2019-08,53,20
Italian,2019-08,55,17
Italian,2019-08,113,1
Italian,2019-08,127,2
Italian,2019-08,197,2
Italian,2019-09,34,104
Italian,2019-09,40,62
Italian,2019-09,43,39
Italian,2019-09,50,33
Italian,2019-09,54,15
Italian,2019-09,61,8
Italian,2019-09,92,2
Italian,2019-09,135,2
Italian,2019-09,160,2
Italian,2019-10,43,39
Italian,2019-10,47,34
Italian,2019-10,48,34
Italian,2019-10,53,26
Italian,2019-10,77,8
Italian,2019-10,131,1
Italian,2019-11,34,105
Italian,2019-11,35,86
Italian,2019-11,42,52
Italian,2019-11,43,45
Italian,2019-11,44,35
Italian,2019-11,52,15
Italian,2019-11,53,21
Italian,2019-11,56,10
Italian,2019-11,58,6
Italian,2019-11,111,4
Italian,2019-12,36,101
Italian,2019-12,47,31
Italian,2019-12,53,20
Italian,2019-12,57,14
Italian,2019-12,58,10
Italian,2019-12,62,9
Italian,2019-12,79,5
Italian,2019-12,119,1
Italian,2020-01,32,158
Italian,2020-01,48,27
Italian,2020-01,54,27
Italian,2020-01,55,28
Italian,2020-01,56,14
Italian,2020-01,101,6
Italian,2020-01,122,3
Italian,2020-01,144,1
Italian,2020-02,34,109
Italian,2020-02,45,42
Italian,2020-02,48,26
Italian,2020-02,50,28
Italian,2020-02,51,28
Italian,2020-02,62,14
Italian,2020-02,128,1
Italian,2020-02,209,1
Italian,2020-03,42,12
Italian,2020-03,46,18
Italian,2020-03,50,13
Italian,2020-03,52,17
Italian,2020-03,79,3
Italian,2020-04,22,81
Italian,2020-04,30,22
Italian,2020-04,33,19
Italian,2020-05,31,39
Italian,2020-05,37,28
Italian,2020-05,41,16
Italian,2020-05,57,5
Italian,2020-06,41,17
Italian,2020-06,48,9
Italian,2020-06,85,2
Italian,2020-07,31,77
Italian,2020-07,32,67
Italian,2020-07,40,16
Italian,2020-07,44,22
Italian,2020-07,46,17
Italian,2020-07,77,2
Italian,2020-08,40,37
Italian,2020-08,42,32
Italian,2020-08,48,14
Italian,2020-08,92,2
Italian,2020-09,46,15
Italian,2020-09,47,18
Italian,2020-09,80,1
Italian,2020-10,36,52
Italian,2020-10,39,39
Italian,2020-10,44,28
Italian,2020-10,47,21
Italian,2020-10,58,8
Italian,2020-10,79,10
Italian,2020-11,27,108
Italian,2020-11,29,84
Italian,2020-11,30,69
Italian,2020-11,36,30
Italian,2020-11,39,29
Italian,2020-11,91,1
Italian,2020-12,29,80
Italian,2020-12,31,62
Italian,2020-12,32,65
Italian,2020-12,36,46
Italian,2020-12,38,46
Italian,2020-12,92,2
Italian,2021-01,30,57
Italian,2021-01,36,38
Italian,2021-01,40,14
Italian,2021-01,41,18
Italian,2021-01,43,24
Italian,2021-01,47,15
Italian,2021-01,48,12
Italian,2021-01,83,1
Italian,2021-02,29,76
Italian,2021-02,35,36
Italian,2021-02,36,43
Italian,2021-02,37,29
Italian,2021-02,39,22
Italian,2021-02,40,20
Italian,2021-02,42,16
Italian,2021-02,44,16
Italian,2021-02,87,3
Italian,2021-03,28,132
Italian,2021-03,35,41
Italian,2021-03,38,43
Italian,2021-03,43,26
Italian,2021-03,44,20
Italian,2021-03,51,18
Italian,2021-03,57,12
Italian,2021-03,62,10
Italian,2021-03,117,1
Italian,2021-04,33,67
Italian,2021-04,36,48
Italian,2021-04,38,51
Italian,2021-04,39,33
Italian,2021-04,40,33
Italian,2021-04,41,35
Italian,2021-04,45,26
Italian,2021-04,49,22
Italian,2021-04,50,13
Italian,2021-04,52,20
Italian,2021-04,56,15
Italian,2021-04,62,6
Italian,2021-04,67,3
Italian,2021-04,128,2
Italian,2021-05,35,76
Italian,2021-05,41,34
Italian,2021-05,44,24
Italian,2021-05,45,25
Italian,2021-05,47,25
Italian,2021-05,51,19
Italian,2021-05,55,17
Italian,2021-05,56,15
Italian,2021-05,58,16
Italian,2021-05,116,2
Italian,2021-06,37,39
Italian,2021-06,38,35
Italian,2021-06,42,26
Italian,2021-06,49,14
Italian,2021-06,52,11
Italian,2021-06,58,6
Italian,2021-06,60,10
Italian,2021-06,63,5
Italian,2021-06,111,3
Japanese,2019-01,22,156
Japanese,2019-01,28,69
Japanese,2019-01,30,48
Japanese,2019-01,32,55
Japanese,2019-01,34,35
Japanese,2019-01,37,31
Japanese,2019-01,91,6
Japanese,2019-02,18,298
Japanese,2019-02,21,175
Japanese,2019-02,22,160
Japanese,2019-02,23,111
Japanese,2019-02,29,61
Japanese,2019-02,30,57
Japanese,2019-02,33,38
Japanese,2019-02,65,6
Japanese,2019-03,23,185
Japanese,2019-03,24,140
Japanese,2019-03,25,122
Japanese,2019-03,26,125
Japanese,2019-03,27,110
Japanese,2019-03,32,61
Japanese,2019-03,34,38
Japanese,2019-03,39,34
Japanese,2019-03,41,27
Japanese,2019-03,43,24
Japanese,2019-03,95,1
Japanese,2019-04,23,171
Japanese,2019-04,26,117
Japanese,2019-04,38,26
Japanese,2019-04,42,19
Japanese,2019-04,50,14
Japanese,2019-04,89,3
Japanese,2019-05,30,78
Japanese,2019-05,36,41
Japanese,2019-05,42,21
Japanese,2019-05,45,27
Japanese,2019-05,68,8
Japanese,2019-05,80,4
Japanese,2019-06,20,278
Japanese,2019-06,22,232
Japanese,2019-06,26,112
Japanese,2019-06,27,99
Japanese,2019-06,31,73
Japanese,2019-06,33,52
Japanese,2019-06,35,47
Japanese,2019-06,40,32
Japanese,2019-06,56,10
Japanese,2019-06,85,2
Japanese,2019-07,26,106
Japanese,2019-07,30,55
Japanese,2019-07,33,50
Japanese,2019-07,34,46
Japanese,2019-07,40,24
Japanese,2019-07,42,23
Japanese,2019-07,45,22
Japanese,2019-07,81,2
Japanese,2019-08,24,162
Japanese,2019-08,25,151
Japanese,2019-08,27,119
Japanese,2019-08,29,89
Japanese,2019-08,30,92
Japanese,2019-08,33,71
Japanese,2019-08,34,45
Japanese,2019-08,52,11
